ENA_SAMPLE_ACCESSION;ENA_ALIAS;ENA_RUN_ACCESSION;REPLICA;COLLECTION_DATE;COMPLETE_NAME;COUNTRY;CITY;LATITUDE;LONGITUDE;PLANT;SAMPLING TYPE;SEWAGE TYPE;;;;;;;;;;;;;
ERS17759410;1014159;ERR12510841;1;2020-09-02;DTU_2022_1014159_1_MG_NL_RO_200902_GSL_1085;Netherlands;Rotterdam;51,9244;4,4777;Dokhaven;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759409;1014176;ERR12510849;1;2021-01-06;DTU_2022_1014176_1_MG_NL_RO_210106_GSL_1102;Netherlands;Rotterdam;51,9244;4,4777;Dokhaven;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759408;1014194;ERR12510858;1;2021-05-26;DTU_2022_1014194_1_MG_NL_RO_210526_GSL_1120;Netherlands;Rotterdam;51,9244;4,4777;Dokhaven;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759407;1014175;ERR12510848;1;2020-12-23;DTU_2022_1014175_1_MG_NL_RO_201223_GSL_1101;Netherlands;Rotterdam;51,9244;4,4777;Dokhaven;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759406;1014151;ERR12510837;1;2020-07-06;DTU_2022_1014151_1_MG_NL_RO_200706_GSL_1077;Netherlands;Rotterdam;51,9244;4,4777;Dokhaven;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759366;1014093;ERR12510811;1;2020-08-03;DTU_2022_1014093_1_MG_HU_BU_3_200803_GSL_242;Hungary;Budapest;47,4979;19,0402;Budapesti Kozponti Szennyviztisztito Telep;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759365;1014082;ERR12510805;1;2020-05-18;DTU_2022_1014082_1_MG_HU_BU_3_200518_GSL_42;Hungary;Budapest;47,4979;19,0402;Budapesti Kozponti Szennyviztisztito Telep;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759364;1014107;ERR12510817;1;2020-11-03;DTU_2022_1014107_1_MG_HU_BU_3_201103_GSL_404;Hungary;Budapest;47,4979;19,0402;Budapesti Kozponti Szennyviztisztito Telep;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759363;1014135;ERR12510828;1;2021-05-04;DTU_2022_1014135_1_MG_HU_BU_3_210504_GSL_911;Hungary;Budapest;47,4979;19,0402;Budapesti Kozponti Szennyviztisztito Telep;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759362;1014087;ERR12510808;1;2020-06-01;DTU_2022_1014087_1_MG_HU_BU_3_200601_GSL_166;Hungary;Budapest;47,4979;19,0402;Budapesti Kozponti Szennyviztisztito Telep;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759361;1014137;ERR12510829;1;2021-04-04;DTU_2022_1014137_1_MG_HU_BU_3_210404_GSL_944;Hungary;Budapest;47,4979;19,0402;Budapesti Kozponti Szennyviztisztito Telep;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759360;1014098;ERR12510813;1;2020-09-07;DTU_2022_1014098_1_MG_HU_BU_3_200907_GSL_274;Hungary;Budapest;47,4979;19,0402;Budapesti Kozponti Szennyviztisztito Telep;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759359;1014117;ERR12510820;1;2020-12-28;DTU_2022_1014117_1_MG_HU_BU_3_201228_GSL_715;Hungary;Budapest;47,4979;19,0402;Budapesti Kozponti Szennyviztisztito Telep;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759358;1014089;ERR12510809;1;2020-07-06;DTU_2022_1014089_1_MG_HU_BU_3_200706_GSL_168;Hungary;Budapest;47,4979;19,0402;Budapesti Kozponti Szennyviztisztito Telep;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759357;1014138;ERR12510830;1;2021-05-17;DTU_2022_1014138_1_MG_HU_BU_3_210517_GSL_948;Hungary;Budapest;47,4979;19,0402;Budapesti Kozponti Szennyviztisztito Telep;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759356;1014099;ERR12510814;1;2020-09-15;DTU_2022_1014099_1_MG_HU_BU_3_200915_GSL_326;Hungary;Budapest;47,4979;19,0402;Budapesti Kozponti Szennyviztisztito Telep;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759355;1014111;ERR12510818;1;2020-11-23;DTU_2022_1014111_1_MG_HU_BU_3_201123_GSL_599;Hungary;Budapest;47,4979;19,0402;Budapesti Kozponti Szennyviztisztito Telep;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759354;1014106;ERR12510816;1;2020-10-27;DTU_2022_1014106_1_MG_HU_BU_3_201027_GSL_346;Hungary;Budapest;47,4979;19,0402;Budapesti Kozponti Szennyviztisztito Telep;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759405;1014166;ERR12510844;1;2020-10-23;DTU_2022_1014166_1_MG_NL_RO_201023_GSL_1092;Netherlands;Rotterdam;51,9244;4,4777;Dokhaven;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759404;1014184;ERR12510853;1;2021-03-03;DTU_2022_1014184_1_MG_NL_RO_210303_GSL_1110;Netherlands;Rotterdam;51,9244;4,4777;Dokhaven;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759403;1014203;ERR12510862;1;2021-07-28;DTU_2022_1014203_1_MG_NL_RO_210728_GSL_1129;Netherlands;Rotterdam;51,9244;4,4777;Dokhaven;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759402;1014146;ERR12510835;1;2020-06-03;DTU_2022_1014146_1_MG_NL_RO_200603_GSL_1072;Netherlands;Rotterdam;51,9244;4,4777;Dokhaven;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759401;1014183;ERR12510852;1;2021-02-25;DTU_2022_1014183_1_MG_NL_RO_210225_GSL_1109;Netherlands;Rotterdam;51,9244;4,4777;Dokhaven;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759400;1014145;ERR12510834;1;2020-05-21;DTU_2022_1014145_1_MG_NL_RO_200521_GSL_1071;Netherlands;Rotterdam;51,9244;4,4777;Dokhaven;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759399;1014154;ERR12510838;1;2020-07-24;DTU_2022_1014154_1_MG_NL_RO_200724_GSL_1080;Netherlands;Rotterdam;51,9244;4,4777;Dokhaven;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759398;1014196;ERR12510859;1;2021-06-09;DTU_2022_1014196_1_MG_NL_RO_210609_GSL_1122;Netherlands;Rotterdam;51,9244;4,4777;Dokhaven;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759397;1014139;ERR12510831;1;2020-04-08;DTU_2022_1014139_1_MG_NL_RO_200408_GSL_1065;Netherlands;Rotterdam;51,9244;4,4777;Dokhaven;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759396;1014180;ERR12510851;1;2021-02-03;DTU_2022_1014180_1_MG_NL_RO_210203_GSL_1106;Netherlands;Rotterdam;51,9244;4,4777;Dokhaven;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759395;1014172;ERR12510847;1;2020-12-02;DTU_2022_1014172_1_MG_NL_RO_201202_GSL_1098;Netherlands;Rotterdam;51,9244;4,4777;Dokhaven;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759394;1014200;ERR12510861;1;2021-07-08;DTU_2022_1014200_1_MG_NL_RO_210708_GSL_1126;Netherlands;Rotterdam;51,9244;4,4777;Dokhaven;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759393;1014190;ERR12510856;1;2021-04-22;DTU_2022_1014190_1_MG_NL_RO_210422_GSL_1116;Netherlands;Rotterdam;51,9244;4,4777;Dokhaven;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759353;1014125;ERR12510824;1;2021-02-22;DTU_2022_1014125_1_MG_HU_BU_3_210222_GSL_776;Hungary;Budapest;47,4979;19,0402;Budapesti Kozponti Szennyviztisztito Telep;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759352;1014121;ERR12510822;1;2021-01-25;DTU_2022_1014121_1_MG_HU_BU_3_210125_GSL_750;Hungary;Budapest;47,4979;19,0402;Budapesti Kozponti Szennyviztisztito Telep;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759351;1014131;ERR12510826;1;2021-03-29;DTU_2022_1014131_1_MG_HU_BU_3_210329_GSL_818;Hungary;Budapest;47,4979;19,0402;Budapesti Kozponti Szennyviztisztito Telep;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759350;1014083;ERR12510806;1;2020-05-25;DTU_2022_1014083_1_MG_HU_BU_3_200525_GSL_67;Hungary;Budapest;47,4979;19,0402;Budapesti Kozponti Szennyviztisztito Telep;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759349;1014124;ERR12510823;1;2021-02-15;DTU_2022_1014124_1_MG_HU_BU_3_210215_GSL_772;Hungary;Budapest;47,4979;19,0402;Budapesti Kozponti Szennyviztisztito Telep;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759348;1014114;ERR12510819;1;2020-12-07;DTU_2022_1014114_1_MG_HU_BU_3_201207_GSL_604;Hungary;Budapest;47,4979;19,0402;Budapesti Kozponti Szennyviztisztito Telep;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759347;1014103;ERR12510815;1;2020-10-05;DTU_2022_1014103_1_MG_HU_BU_3_201005_GSL_338;Hungary;Budapest;47,4979;19,0402;Budapesti Kozponti Szennyviztisztito Telep;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759346;1014086;ERR12510807;1;2020-06-29;DTU_2022_1014086_1_MG_HU_BU_3_200629_GSL_160;Hungary;Budapest;47,4979;19,0402;Budapesti Kozponti Szennyviztisztito Telep;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759345;1014129;ERR12510825;1;2021-03-15;DTU_2022_1014129_1_MG_HU_BU_3_210315_GSL_803;Hungary;Budapest;47,4979;19,0402;Budapesti Kozponti Szennyviztisztito Telep;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759344;1014120;ERR12510821;1;2021-01-18;DTU_2022_1014120_1_MG_HU_BU_3_210118_GSL_749;Hungary;Budapest;47,4979;19,0402;Budapesti Kozponti Szennyviztisztito Telep;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759343;1014095;ERR12510812;1;2020-08-17;DTU_2022_1014095_1_MG_HU_BU_3_200817_GSL_262;Hungary;Budapest;47,4979;19,0402;Budapesti Kozponti Szennyviztisztito Telep;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759342;1015052;ERR12510887;1;2020-11-26;DTU_2022_1015052_1_MG_IT_BO_201126_GSL_414;Italy;Bologna;44,4949;11,3426;Gruppo HERA;manual;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759341;1015064;ERR12510893;1;2021-02-23;DTU_2022_1015064_1_MG_IT_BO_210223_GSL_793;Italy;Bologna;44,4949;11,3426;Gruppo HERA;manual;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759392;1014149;ERR12510836;1;2020-06-24;DTU_2022_1014149_1_MG_NL_RO_200624_GSL_1075;Netherlands;Rotterdam;51,9244;4,4777;Dokhaven;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759391;1014162;ERR12510842;1;2020-09-23;DTU_2022_1014162_1_MG_NL_RO_200923_GSL_1088;Netherlands;Rotterdam;51,9244;4,4777;Dokhaven;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759390;1014178;ERR12510850;1;2021-01-20;DTU_2022_1014178_1_MG_NL_RO_210120_GSL_1104;Netherlands;Rotterdam;51,9244;4,4777;Dokhaven;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759389;1014141;ERR12510832;1;2020-04-23;DTU_2022_1014141_1_MG_NL_RO_200423_GSL_1067;Netherlands;Rotterdam;51,9244;4,4777;Dokhaven;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759388;1015108;ERR12510916;1;2020-12-01;DTU_2022_1015108_1_MG_IT_RO_201201_GSL_372;Italy;Rome;41,9028;12,4964;ATO2 Wastewater Treatment Plant;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759387;1015103;ERR12510913;1;2020-10-27;DTU_2022_1015103_1_MG_IT_RO_201027_GSL_367;Italy;Rome;41,9028;12,4964;ATO2 Wastewater Treatment Plant;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759386;1015091;ERR12510907;1;2020-07-31;DTU_2022_1015091_1_MG_IT_RO_200731_GSL_355;Italy;Rome;41,9028;12,4964;ATO2 Wastewater Treatment Plant;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759385;1015093;ERR12510908;1;2020-08-13;DTU_2022_1015093_1_MG_IT_RO_200813_GSL_357;Italy;Rome;41,9028;12,4964;ATO2 Wastewater Treatment Plant;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759384;1015073;ERR12510898;1;2020-03-17;DTU_2022_1015073_1_MG_IT_RO_200317_GSL_1;Italy;Rome;41,9028;12,4964;ATO2 Wastewater Treatment Plant;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759383;1015109;ERR12510917;1;2020-12-09;DTU_2022_1015109_1_MG_IT_RO_201209_GSL_373;Italy;Rome;41,9028;12,4964;ATO2 Wastewater Treatment Plant;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759382;1015107;ERR12510915;1;2020-11-24;DTU_2022_1015107_1_MG_IT_RO_201124_GSL_371;Italy;Rome;41,9028;12,4964;ATO2 Wastewater Treatment Plant;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759381;1015105;ERR12510914;1;2020-11-10;DTU_2022_1015105_1_MG_IT_RO_201110_GSL_369;Italy;Rome;41,9028;12,4964;ATO2 Wastewater Treatment Plant;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759380;1015098;ERR12510911;1;2020-09-22;DTU_2022_1015098_1_MG_IT_RO_200922_GSL_362;Italy;Rome;41,9028;12,4964;ATO2 Wastewater Treatment Plant;24-hour sampler;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759340;1014222;ERR12510873;1;2020-04-21;DTU_2022_1014222_1_MG_IT_BO_200421_GSL_105;Italy;Bologna;44,4949;11,3426;Gruppo HERA;manual;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759339;1015066;ERR12510894;1;2021-03-09;DTU_2022_1015066_1_MG_IT_BO_210309_GSL_795;Italy;Bologna;44,4949;11,3426;Gruppo HERA;manual;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759338;1015070;ERR12510896;1;2021-04-13;DTU_2022_1015070_1_MG_IT_BO_210413_GSL_857;Italy;Bologna;44,4949;11,3426;Gruppo HERA;manual;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759337;1015072;ERR12510897;1;2021-04-27;DTU_2022_1015072_1_MG_IT_BO_210427_GSL_860;Italy;Bologna;44,4949;11,3426;Gruppo HERA;manual;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759336;1015033;ERR12510878;1;2020-07-09;DTU_2022_1015033_1_MG_IT_BO_200709_GSL_142;Italy;Bologna;44,4949;11,3426;Gruppo HERA;manual;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759335;1015060;ERR12510891;1;2021-01-19;DTU_2022_1015060_1_MG_IT_BO_210119_GSL_725;Italy;Bologna;44,4949;11,3426;Gruppo HERA;manual;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759334;1015045;ERR12510884;1;2020-10-08;DTU_2022_1015045_1_MG_IT_BO_201008_GSL_409;Italy;Bologna;44,4949;11,3426;Gruppo HERA;manual;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759333;1015043;ERR12510883;1;2020-09-22;DTU_2022_1015043_1_MG_IT_BO_200922_GSL_291;Italy;Bologna;44,4949;11,3426;Gruppo HERA;manual;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759332;1015054;ERR12510888;1;2020-12-10;DTU_2022_1015054_1_MG_IT_BO_201210_GSL_417;Italy;Bologna;44,4949;11,3426;Gruppo HERA;manual;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759331;1015037;ERR12510880;1;2020-08-06;DTU_2022_1015037_1_MG_IT_BO_200806_GSL_189;Italy;Bologna;44,4949;11,3426;Gruppo HERA;manual;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759330;1014218;ERR12510871;1;2020-03-24;DTU_2022_1014218_1_MG_IT_BO_200324_GSL_59;Italy;Bologna;44,4949;11,3426;Gruppo HERA;manual;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759329;1014226;ERR12510875;1;2020-05-18;DTU_2022_1014226_1_MG_IT_BO_200518_GSL_36;Italy;Bologna;44,4949;11,3426;Gruppo HERA;manual;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759328;1015058;ERR12510890;1;2021-01-05;DTU_2022_1015058_1_MG_IT_BO_210105_GSL_423;Italy;Bologna;44,4949;11,3426;Gruppo HERA;manual;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759327;1015056;ERR12510889;1;2020-12-22;DTU_2022_1015056_1_MG_IT_BO_201222_GSL_420;Italy;Bologna;44,4949;11,3426;Gruppo HERA;manual;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759326;1015039;ERR12510881;1;2020-08-25;DTU_2022_1015039_1_MG_IT_BO_200825_GSL_209;Italy;Bologna;44,4949;11,3426;Gruppo HERA;manual;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759325;1015047;ERR12510885;1;2020-10-20;DTU_2022_1015047_1_MG_IT_BO_201020_GSL_294;Italy;Bologna;44,4949;11,3426;Gruppo HERA;manual;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759324;1015041;ERR12510882;1;2020-09-08;DTU_2022_1015041_1_MG_IT_BO_200908_GSL_211;Italy;Bologna;44,4949;11,3426;Gruppo HERA;manual;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759323;1015050;ERR12510886;1;2020-11-10;DTU_2022_1015050_1_MG_IT_BO_201110_GSL_299;Italy;Bologna;44,4949;11,3426;Gruppo HERA;manual;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759322;1015062;ERR12510892;1;2021-02-02;DTU_2022_1015062_1_MG_IT_BO_210202_GSL_764;Italy;Bologna;44,4949;11,3426;Gruppo HERA;manual;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759321;1014224;ERR12510874;1;2020-05-05;DTU_2022_1014224_1_MG_IT_BO_200505_GSL_74;Italy;Bologna;44,4949;11,3426;Gruppo HERA;manual;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759320;1015035;ERR12510879;1;2020-07-23;DTU_2022_1015035_1_MG_IT_BO_200723_GSL_192;Italy;Bologna;44,4949;11,3426;Gruppo HERA;manual;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759319;1014231;ERR12510877;1;2020-06-23;DTU_2022_1014231_1_MG_IT_BO_200623_GSL_139;Italy;Bologna;44,4949;11,3426;Gruppo HERA;manual;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759318;1014220;ERR12510872;1;2020-04-07;DTU_2022_1014220_1_MG_IT_BO_200407_GSL_60;Italy;Bologna;44,4949;11,3426;Gruppo HERA;manual;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759317;1014228;ERR12510876;1;2020-06-01;DTU_2022_1014228_1_MG_IT_BO_200601_GSL_64;Italy;Bologna;44,4949;11,3426;Gruppo HERA;manual;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759316;1014216;ERR12510870;1;2020-03-12;DTU_2022_1014216_1_MG_IT_BO_200312_GSL_34;Italy;Bologna;44,4949;11,3426;Gruppo HERA;manual;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
ERS17759315;1015068;ERR12510895;1;2021-03-23;DTU_2022_1015068_1_MG_IT_BO_210323_GSL_856;Italy;Bologna;44,4949;11,3426;Gruppo HERA;manual;wastewater treatment plant (municipal or industrial);;;;;;;;;;;;;
